"","time","x","y","s","a","dis","o","dir","event","nflId","displayName","jerseyNumber","position","frameId","team","gameId","playId","playDirection","route"
"1","2018-11-25T18:41:59.099Z",23.99,9.42,0.03,0.03,0.01,85.51,171.23,"None",2541944,"Russell Shepard",81,"WR",1,"away",2018112506,1076,"right","GO"
"2","2018-11-25T18:41:59.099Z",26.08,9.81,0.08,0.07,0.02,303.07,76.74,"None",2560887,"Chandon Sullivan",39,"CB",1,"home",2018112506,1076,"right",""
"3","2018-11-25T18:41:59.200Z",23.99,9.42,0.02,0.02,0,86.25,172.66,"None",2541944,"Russell Shepard",81,"WR",2,"away",2018112506,1076,"right","GO"
"4","2018-11-25T18:41:59.200Z",26.08,9.8,0.07,0.07,0.01,303.76,82.27,"None",2560887,"Chandon Sullivan",39,"CB",2,"home",2018112506,1076,"right",""
"5","2018-11-25T18:41:59.299Z",23.99,9.42,0.02,0.02,0,86.25,171.92,"None",2541944,"Russell Shepard",81,"WR",3,"away",2018112506,1076,"right","GO"
"6","2018-11-25T18:41:59.299Z",26.1,9.82,0.07,0.07,0.03,303.76,76.57,"None",2560887,"Chandon Sullivan",39,"CB",3,"home",2018112506,1076,"right",""
"7","2018-11-25T18:41:59.400Z",23.99,9.42,0.01,0.02,0,86.25,169.86,"None",2541944,"Russell Shepard",81,"WR",4,"away",2018112506,1076,"right","GO"
"8","2018-11-25T18:41:59.400Z",26.1,9.83,0.06,0.07,0.01,303.76,74.7,"None",2560887,"Chandon Sullivan",39,"CB",4,"home",2018112506,1076,"right",""
"9","2018-11-25T18:41:59.500Z",23.99,9.42,0.01,0.02,0,85.58,172.65,"None",2541944,"Russell Shepard",81,"WR",5,"away",2018112506,1076,"right","GO"
"10","2018-11-25T18:41:59.500Z",26.1,9.82,0.05,0.06,0.01,303.76,78.71,"None",2560887,"Chandon Sullivan",39,"CB",5,"home",2018112506,1076,"right",""
"11","2018-11-25T18:41:59.599Z",23.98,9.43,0.01,0.01,0.01,85.58,175.57,"None",2541944,"Russell Shepard",81,"WR",6,"away",2018112506,1076,"right","GO"
"12","2018-11-25T18:41:59.599Z",26.1,9.81,0.04,0.05,0.01,303.76,82.57,"None",2560887,"Chandon Sullivan",39,"CB",6,"home",2018112506,1076,"right",""
"13","2018-11-25T18:41:59.700Z",23.98,9.44,0.01,0.01,0.01,85.58,173.61,"None",2541944,"Russell Shepard",81,"WR",7,"away",2018112506,1076,"right","GO"
"14","2018-11-25T18:41:59.700Z",26.09,9.8,0.04,0.04,0.01,303.76,88.51,"None",2560887,"Chandon Sullivan",39,"CB",7,"home",2018112506,1076,"right",""
"15","2018-11-25T18:41:59.799Z",23.98,9.45,0,0.01,0.01,84.92,171.54,"None",2541944,"Russell Shepard",81,"WR",8,"away",2018112506,1076,"right","GO"
"16","2018-11-25T18:41:59.799Z",26.09,9.8,0.03,0.04,0,303.76,89.23,"None",2560887,"Chandon Sullivan",39,"CB",8,"home",2018112506,1076,"right",""
"17","2018-11-25T18:41:59.900Z",23.98,9.46,0,0,0.01,84.23,172.92,"None",2541944,"Russell Shepard",81,"WR",9,"away",2018112506,1076,"right","GO"
"18","2018-11-25T18:41:59.900Z",26.09,9.79,0.03,0.03,0,303.76,90.68,"None",2560887,"Chandon Sullivan",39,"CB",9,"home",2018112506,1076,"right",""
"19","2018-11-25T18:42:00.000Z",23.98,9.46,0.01,0.25,0,82.49,10.12,"None",2541944,"Russell Shepard",81,"WR",10,"away",2018112506,1076,"right","GO"
"20","2018-11-25T18:42:00.000Z",26.1,9.79,0.03,0.03,0,302.92,90.56,"None",2560887,"Chandon Sullivan",39,"CB",10,"home",2018112506,1076,"right",""
"21","2018-11-25T18:42:00.099Z",23.99,9.47,0.07,0.64,0.01,81.02,34.26,"ball_snap",2541944,"Russell Shepard",81,"WR",11,"away",2018112506,1076,"right","GO"
"22","2018-11-25T18:42:00.099Z",26.1,9.79,0.02,0.03,0.01,301.71,91.41,"ball_snap",2560887,"Chandon Sullivan",39,"CB",11,"home",2018112506,1076,"right",""
"23","2018-11-25T18:42:00.200Z",24.01,9.48,0.21,1.05,0.02,85.66,49.65,"None",2541944,"Russell Shepard",81,"WR",12,"away",2018112506,1076,"right","GO"
"24","2018-11-25T18:42:00.200Z",26.11,9.79,0.02,0.03,0.01,300.81,90.86,"None",2560887,"Chandon Sullivan",39,"CB",12,"home",2018112506,1076,"right",""
"25","2018-11-25T18:42:00.299Z",24.04,9.49,0.44,1.58,0.04,85.66,60.73,"None",2541944,"Russell Shepard",81,"WR",13,"away",2018112506,1076,"right","GO"
"26","2018-11-25T18:42:00.299Z",26.13,9.79,0.02,0.03,0.01,299.89,91.71,"None",2560887,"Chandon Sullivan",39,"CB",13,"home",2018112506,1076,"right",""
"27","2018-11-25T18:42:00.400Z",24.1,9.51,0.63,1.68,0.06,83.28,67.4,"None",2541944,"Russell Shepard",81,"WR",14,"away",2018112506,1076,"right","GO"
"28","2018-11-25T18:42:00.400Z",26.14,9.8,0.02,0.03,0.01,299.89,88.78,"None",2560887,"Chandon Sullivan",39,"CB",14,"home",2018112506,1076,"right",""
"29","2018-11-25T18:42:00.500Z",24.2,9.52,0.97,2.08,0.1,89.89,81.16,"None",2541944,"Russell Shepard",81,"WR",15,"away",2018112506,1076,"right","GO"
"30","2018-11-25T18:42:00.500Z",26.18,9.82,0.03,0.03,0.05,298.47,84.42,"None",2560887,"Chandon Sullivan",39,"CB",15,"home",2018112506,1076,"right",""
"31","2018-11-25T18:42:00.599Z",24.32,9.51,1.25,2.19,0.12,94.4,89.06,"None",2541944,"Russell Shepard",81,"WR",16,"away",2018112506,1076,"right","GO"
"32","2018-11-25T18:42:00.599Z",26.19,9.82,0.06,1.02,0.02,295.24,73.12,"None",2560887,"Chandon Sullivan",39,"CB",16,"home",2018112506,1076,"right",""
"33","2018-11-25T18:42:00.700Z",24.49,9.49,1.62,2.5,0.17,98.62,94.79,"None",2541944,"Russell Shepard",81,"WR",17,"away",2018112506,1076,"right","GO"
"34","2018-11-25T18:42:00.700Z",26.22,9.82,0.29,2.5,0.02,291.96,76.93,"None",2560887,"Chandon Sullivan",39,"CB",17,"home",2018112506,1076,"right",""
"35","2018-11-25T18:42:00.799Z",24.68,9.43,1.97,2.67,0.2,102.33,102.83,"None",2541944,"Russell Shepard",81,"WR",18,"away",2018112506,1076,"right","GO"
"36","2018-11-25T18:42:00.799Z",26.28,9.83,0.71,3.72,0.06,288.14,83.33,"None",2560887,"Chandon Sullivan",39,"CB",18,"home",2018112506,1076,"right",""
"37","2018-11-25T18:42:00.900Z",24.92,9.34,2.5,3.2,0.26,110.29,108.57,"None",2541944,"Russell Shepard",81,"WR",19,"away",2018112506,1076,"right","GO"
"38","2018-11-25T18:42:00.900Z",26.39,9.82,1.28,4.68,0.11,278.69,90.98,"None",2560887,"Chandon Sullivan",39,"CB",19,"home",2018112506,1076,"right",""
"39","2018-11-25T18:42:01.000Z",25.19,9.25,2.93,3.56,0.28,117.88,111.28,"None",2541944,"Russell Shepard",81,"WR",20,"away",2018112506,1076,"right","GO"
"40","2018-11-25T18:42:01.000Z",26.56,9.79,1.94,5.45,0.17,277.43,98.81,"None",2560887,"Chandon Sullivan",39,"CB",20,"home",2018112506,1076,"right",""
"41","2018-11-25T18:42:01.099Z",25.5,9.12,3.46,3.75,0.34,119.21,113.33,"None",2541944,"Russell Shepard",81,"WR",21,"away",2018112506,1076,"right","GO"
"42","2018-11-25T18:42:01.099Z",26.78,9.74,2.53,5.4,0.23,274.66,102.05,"None",2560887,"Chandon Sullivan",39,"CB",21,"home",2018112506,1076,"right",""
"43","2018-11-25T18:42:01.200Z",25.84,8.94,4.04,3.94,0.39,119.21,116.88,"None",2541944,"Russell Shepard",81,"WR",22,"away",2018112506,1076,"right","GO"
"44","2018-11-25T18:42:01.200Z",27.05,9.67,3.1,5,0.29,268.99,104.81,"None",2560887,"Chandon Sullivan",39,"CB",22,"home",2018112506,1076,"right",""
"45","2018-11-25T18:42:01.299Z",26.24,8.74,4.57,3.95,0.44,117.71,117.11,"None",2541944,"Russell Shepard",81,"WR",23,"away",2018112506,1076,"right","GO"
"46","2018-11-25T18:42:01.299Z",27.38,9.58,3.59,4.42,0.34,264.84,107.23,"None",2560887,"Chandon Sullivan",39,"CB",23,"home",2018112506,1076,"right",""
"47","2018-11-25T18:42:01.400Z",26.68,8.53,5.04,3.5,0.49,117.09,116.7,"None",2541944,"Russell Shepard",81,"WR",24,"away",2018112506,1076,"right","GO"
"48","2018-11-25T18:42:01.400Z",27.76,9.43,4.23,4.54,0.41,233.14,110.31,"None",2560887,"Chandon Sullivan",39,"CB",24,"home",2018112506,1076,"right",""
"49","2018-11-25T18:42:01.500Z",27.14,8.3,5.35,2.67,0.52,118.71,117.01,"None",2541944,"Russell Shepard",81,"WR",25,"away",2018112506,1076,"right","GO"
"50","2018-11-25T18:42:01.500Z",28.18,9.27,4.75,4.27,0.45,195.76,111.91,"None",2560887,"Chandon Sullivan",39,"CB",25,"home",2018112506,1076,"right",""
"51","2018-11-25T18:42:01.599Z",27.65,8.05,5.72,2.26,0.56,109.78,115.9,"None",2541944,"Russell Shepard",81,"WR",26,"away",2018112506,1076,"right","GO"
"52","2018-11-25T18:42:01.599Z",28.65,9.08,5.18,3.59,0.5,176.82,112.77,"None",2560887,"Chandon Sullivan",39,"CB",26,"home",2018112506,1076,"right",""
"53","2018-11-25T18:42:01.700Z",28.24,7.8,6.33,2.78,0.64,91.47,113.81,"None",2541944,"Russell Shepard",81,"WR",27,"away",2018112506,1076,"right","GO"
"54","2018-11-25T18:42:01.700Z",29.14,8.87,5.53,2.84,0.54,164.03,112.79,"None",2560887,"Chandon Sullivan",39,"CB",27,"home",2018112506,1076,"right",""
"55","2018-11-25T18:42:01.799Z",28.87,7.55,6.76,2.68,0.67,98.22,111.94,"None",2541944,"Russell Shepard",81,"WR",28,"away",2018112506,1076,"right","GO"
"56","2018-11-25T18:42:01.799Z",29.68,8.66,5.98,2.78,0.58,152.72,111.01,"None",2560887,"Chandon Sullivan",39,"CB",28,"home",2018112506,1076,"right",""
"57","2018-11-25T18:42:01.900Z",29.52,7.31,7.03,2.28,0.7,102.98,109.93,"None",2541944,"Russell Shepard",81,"WR",29,"away",2018112506,1076,"right","GO"
"58","2018-11-25T18:42:01.900Z",30.25,8.44,6.28,2.45,0.61,148.29,110.31,"None",2560887,"Chandon Sullivan",39,"CB",29,"home",2018112506,1076,"right",""
"59","2018-11-25T18:42:02.000Z",30.2,7.09,7.24,2.07,0.72,95.15,108,"None",2541944,"Russell Shepard",81,"WR",30,"away",2018112506,1076,"right","GO"
"60","2018-11-25T18:42:02.000Z",30.86,8.22,6.54,2.09,0.64,145.55,109.31,"None",2560887,"Chandon Sullivan",39,"CB",30,"home",2018112506,1076,"right",""
"61","2018-11-25T18:42:02.099Z",30.9,6.87,7.41,2.89,0.73,80.64,105.99,"None",2541944,"Russell Shepard",81,"WR",31,"away",2018112506,1076,"right","GO"
"62","2018-11-25T18:42:02.099Z",31.48,8.01,6.74,1.66,0.66,142.34,108.45,"None",2560887,"Chandon Sullivan",39,"CB",31,"home",2018112506,1076,"right",""
"63","2018-11-25T18:42:02.200Z",31.62,6.68,7.63,2.79,0.75,76.39,103.74,"None",2541944,"Russell Shepard",81,"WR",32,"away",2018112506,1076,"right","GO"
"64","2018-11-25T18:42:02.200Z",32.15,7.81,7.04,2.04,0.69,139.38,105.99,"None",2560887,"Chandon Sullivan",39,"CB",32,"home",2018112506,1076,"right",""
"65","2018-11-25T18:42:02.299Z",32.38,6.51,7.86,2.64,0.77,73.71,101.54,"None",2541944,"Russell Shepard",81,"WR",33,"away",2018112506,1076,"right","GO"
"66","2018-11-25T18:42:02.299Z",32.84,7.62,7.26,2.29,0.72,135.11,103.87,"None",2560887,"Chandon Sullivan",39,"CB",33,"home",2018112506,1076,"right",""
"67","2018-11-25T18:42:02.400Z",33.16,6.37,7.99,2.23,0.79,67.07,99.65,"None",2541944,"Russell Shepard",81,"WR",34,"away",2018112506,1076,"right","GO"
"68","2018-11-25T18:42:02.400Z",33.56,7.46,7.43,2.15,0.74,135.11,102.11,"None",2560887,"Chandon Sullivan",39,"CB",34,"home",2018112506,1076,"right",""
"69","2018-11-25T18:42:02.500Z",33.95,6.24,8.14,1.72,0.81,56.69,98.63,"None",2541944,"Russell Shepard",81,"WR",35,"away",2018112506,1076,"right","GO"
"70","2018-11-25T18:42:02.500Z",34.31,7.32,7.66,2.39,0.76,131.92,99.43,"None",2560887,"Chandon Sullivan",39,"CB",35,"home",2018112506,1076,"right",""
"71","2018-11-25T18:42:02.599Z",34.77,6.12,8.25,1.46,0.83,52.81,97.39,"None",2541944,"Russell Shepard",81,"WR",36,"away",2018112506,1076,"right","GO"
"72","2018-11-25T18:42:02.599Z",35.08,7.21,7.85,2.41,0.78,131.92,97.23,"None",2560887,"Chandon Sullivan",39,"CB",36,"home",2018112506,1076,"right",""
"73","2018-11-25T18:42:02.700Z",35.6,6.02,8.34,1.29,0.84,53.47,96.39,"None",2541944,"Russell Shepard",81,"WR",37,"away",2018112506,1076,"right","GO"
"74","2018-11-25T18:42:02.700Z",35.88,7.12,8.1,2.2,0.81,121.66,96.03,"None",2560887,"Chandon Sullivan",39,"CB",37,"home",2018112506,1076,"right",""
"75","2018-11-25T18:42:02.799Z",36.44,5.93,8.36,1.23,0.84,50.02,95.63,"None",2541944,"Russell Shepard",81,"WR",38,"away",2018112506,1076,"right","GO"
"76","2018-11-25T18:42:02.799Z",36.7,7.03,8.25,1.71,0.82,117.84,95.12,"None",2560887,"Chandon Sullivan",39,"CB",38,"home",2018112506,1076,"right",""
"77","2018-11-25T18:42:02.900Z",37.28,5.86,8.33,1.35,0.84,44.99,94.76,"None",2541944,"Russell Shepard",81,"WR",39,"away",2018112506,1076,"right","GO"
"78","2018-11-25T18:42:02.900Z",37.52,6.96,8.3,1,0.83,117.84,94.8,"None",2560887,"Chandon Sullivan",39,"CB",39,"home",2018112506,1076,"right",""
"79","2018-11-25T18:42:03.000Z",38.13,5.8,8.38,1.32,0.86,40.96,93.97,"None",2541944,"Russell Shepard",81,"WR",40,"away",2018112506,1076,"right","GO"
"80","2018-11-25T18:42:03.000Z",38.35,6.88,8.34,0.49,0.83,114.5,94.89,"None",2560887,"Chandon Sullivan",39,"CB",40,"home",2018112506,1076,"right",""
"81","2018-11-25T18:42:03.099Z",39,5.74,8.51,1.11,0.87,40.96,93.53,"None",2541944,"Russell Shepard",81,"WR",41,"away",2018112506,1076,"right","GO"
"82","2018-11-25T18:42:03.099Z",39.19,6.81,8.42,0.34,0.84,111.9,94.94,"None",2560887,"Chandon Sullivan",39,"CB",41,"home",2018112506,1076,"right",""
"83","2018-11-25T18:42:03.200Z",39.88,5.68,8.64,0.77,0.88,40.96,93.5,"None",2541944,"Russell Shepard",81,"WR",42,"away",2018112506,1076,"right","GO"
"84","2018-11-25T18:42:03.200Z",40.03,6.73,8.48,0.5,0.85,106.35,95.42,"None",2560887,"Chandon Sullivan",39,"CB",42,"home",2018112506,1076,"right",""
"85","2018-11-25T18:42:03.299Z",40.75,5.63,8.64,0.88,0.87,39.32,93.35,"None",2541944,"Russell Shepard",81,"WR",43,"away",2018112506,1076,"right","GO"
"86","2018-11-25T18:42:03.299Z",40.88,6.64,8.53,0.77,0.86,102.03,96.1,"None",2560887,"Chandon Sullivan",39,"CB",43,"home",2018112506,1076,"right",""
"87","2018-11-25T18:42:03.400Z",41.63,5.58,8.68,0.84,0.88,38.37,93.19,"pass_forward",2541944,"Russell Shepard",81,"WR",44,"away",2018112506,1076,"right","GO"
"88","2018-11-25T18:42:03.400Z",41.74,6.54,8.55,0.99,0.86,96.71,96.72,"pass_forward",2560887,"Chandon Sullivan",39,"CB",44,"home",2018112506,1076,"right",""
"89","2018-11-25T18:42:03.500Z",42.5,5.52,8.62,0.98,0.87,35.7,93.41,"None",2541944,"Russell Shepard",81,"WR",45,"away",2018112506,1076,"right","GO"
"90","2018-11-25T18:42:03.500Z",42.6,6.43,8.62,1.05,0.87,91.88,97.56,"None",2560887,"Chandon Sullivan",39,"CB",45,"home",2018112506,1076,"right",""
"91","2018-11-25T18:42:03.599Z",43.35,5.47,8.52,1.36,0.86,34.38,94.05,"None",2541944,"Russell Shepard",81,"WR",46,"away",2018112506,1076,"right","GO"
"92","2018-11-25T18:42:03.599Z",43.46,6.31,8.69,0.95,0.87,83.41,98.11,"None",2560887,"Chandon Sullivan",39,"CB",46,"home",2018112506,1076,"right",""
"93","2018-11-25T18:42:03.700Z",44.19,5.4,8.37,1.75,0.84,32.52,94.55,"None",2541944,"Russell Shepard",81,"WR",47,"away",2018112506,1076,"right","GO"
"94","2018-11-25T18:42:03.700Z",44.32,6.18,8.69,1.05,0.87,78.16,98.78,"None",2560887,"Chandon Sullivan",39,"CB",47,"home",2018112506,1076,"right",""
"95","2018-11-25T18:42:03.799Z",45.02,5.32,8.2,2.19,0.83,28.38,95.52,"None",2541944,"Russell Shepard",81,"WR",48,"away",2018112506,1076,"right","GO"
"96","2018-11-25T18:42:03.799Z",45.18,6.04,8.65,1.19,0.87,72.79,99.25,"None",2560887,"Chandon Sullivan",39,"CB",48,"home",2018112506,1076,"right",""
"97","2018-11-25T18:42:03.900Z",45.82,5.23,7.92,2.7,0.8,23.28,96.68,"None",2541944,"Russell Shepard",81,"WR",49,"away",2018112506,1076,"right","GO"
"98","2018-11-25T18:42:03.900Z",46.04,5.9,8.55,1.42,0.86,66.37,99.18,"None",2560887,"Chandon Sullivan",39,"CB",49,"home",2018112506,1076,"right",""
"99","2018-11-25T18:42:04.000Z",46.59,5.14,7.62,3.04,0.77,18.48,97.72,"None",2541944,"Russell Shepard",81,"WR",50,"away",2018112506,1076,"right","GO"
"100","2018-11-25T18:42:04.000Z",46.87,5.77,8.38,1.79,0.85,57.75,99.14,"None",2560887,"Chandon Sullivan",39,"CB",50,"home",2018112506,1076,"right",""
"101","2018-11-25T18:42:04.099Z",47.32,5.02,7.22,3.52,0.74,12.95,99.05,"None",2541944,"Russell Shepard",81,"WR",51,"away",2018112506,1076,"right","GO"
"102","2018-11-25T18:42:04.099Z",47.68,5.64,8.11,2.39,0.82,49.19,98.84,"None",2560887,"Chandon Sullivan",39,"CB",51,"home",2018112506,1076,"right",""
"103","2018-11-25T18:42:04.200Z",48.01,4.9,6.84,3.77,0.7,10.34,100.64,"None",2541944,"Russell Shepard",81,"WR",52,"away",2018112506,1076,"right","GO"
"104","2018-11-25T18:42:04.200Z",48.48,5.52,7.87,2.69,0.8,42.41,98.53,"None",2560887,"Chandon Sullivan",39,"CB",52,"home",2018112506,1076,"right",""
"105","2018-11-25T18:42:04.299Z",48.65,4.77,6.39,4.03,0.65,5.64,101.89,"None",2541944,"Russell Shepard",81,"WR",53,"away",2018112506,1076,"right","GO"
"106","2018-11-25T18:42:04.299Z",49.24,5.42,7.54,3.14,0.77,36,97.94,"None",2560887,"Chandon Sullivan",39,"CB",53,"home",2018112506,1076,"right",""
"107","2018-11-25T18:42:04.400Z",49.25,4.64,5.94,4.21,0.61,358.84,102.77,"None",2541944,"Russell Shepard",81,"WR",54,"away",2018112506,1076,"right","GO"
"108","2018-11-25T18:42:04.400Z",49.97,5.32,7.16,3.52,0.73,26.31,97.4,"None",2560887,"Chandon Sullivan",39,"CB",54,"home",2018112506,1076,"right",""
"109","2018-11-25T18:42:04.500Z",49.8,4.51,5.53,4.08,0.57,352.78,103.61,"None",2541944,"Russell Shepard",81,"WR",55,"away",2018112506,1076,"right","GO"
"110","2018-11-25T18:42:04.500Z",50.66,5.23,6.77,3.73,0.7,18.84,97.2,"None",2560887,"Chandon Sullivan",39,"CB",55,"home",2018112506,1076,"right",""
"111","2018-11-25T18:42:04.599Z",50.32,4.38,5.14,3.91,0.53,344.04,104.5,"None",2541944,"Russell Shepard",81,"WR",56,"away",2018112506,1076,"right","GO"
"112","2018-11-25T18:42:04.599Z",51.31,5.15,6.31,4.03,0.65,10.71,96.98,"None",2560887,"Chandon Sullivan",39,"CB",56,"home",2018112506,1076,"right",""
"113","2018-11-25T18:42:04.700Z",50.8,4.25,4.75,3.78,0.49,334.66,105.44,"None",2541944,"Russell Shepard",81,"WR",57,"away",2018112506,1076,"right","GO"
"114","2018-11-25T18:42:04.700Z",51.9,5.07,5.7,4.67,0.59,2.89,97.39,"None",2560887,"Chandon Sullivan",39,"CB",57,"home",2018112506,1076,"right",""
"115","2018-11-25T18:42:04.799Z",51.23,4.13,4.38,3.57,0.46,327.68,106.93,"None",2541944,"Russell Shepard",81,"WR",58,"away",2018112506,1076,"right","GO"
"116","2018-11-25T18:42:04.799Z",52.4,4.99,4.82,5.94,0.51,346.8,100.59,"None",2560887,"Chandon Sullivan",39,"CB",58,"home",2018112506,1076,"right",""
"117","2018-11-25T18:42:04.900Z",51.64,3.99,4.06,3.33,0.42,319.73,108.69,"None",2541944,"Russell Shepard",81,"WR",59,"away",2018112506,1076,"right","GO"
